department,level,full_name,description,raw_precoreqs,offer_frequency,cross_listed,credit_hours,short_name,prerequisites,corequisites
USAR,2070,Applied Military Leadership II,"The course continues to focus on doctrinal leadership and tactical operations at the small unit level. It includes opportunities to plan and conduct individual and collective skill training for military operations to gain leadership and tactical experience. The course synthesizes the various components of training, leadership, and team building. Students are required to incorporate previous military science instruction for their practical application in a performance-oriented environment. Upon completion of the course, students will possess the fundamental confidence and competence of leadership in a small unit setting and are prepared to attend the Leadership Development and Assessment Course.",,,,2,USAR-2070,[],[]
USAR,4010,Advanced Military Management and Leadership I,"The course concentrates on leadership, management, and ethics. The course focuses students, early in the year, on attaining knowledge and proficiency in several critical areas they will need to operate effectively as Army officers. These areas include: Coordinate Activities with Staffs, Counseling Theory and Practice within the ""Army Context,"" Training Management, and Ethics. While proficiency attained in each of these areas will initially be at the apprentice level, students will continue to sharpen these skills as they perform their roles as cadet officers within the ROTC program and after commissioning. At the end of the course, students should possess the fundamental skills, attributes, and abilities to operate as competent leaders.",,,,2,USAR-4010,[],[]
USAR,4020,Advanced Military Management and Leadership II,"The course focuses on completing the transition from cadet to lieutenant. As a follow-up to the ethics instruction in USAR 4010, the course starts with a foundation in the legal aspects of decision making and leadership. The curriculum reinforces previous instruction on the organization of the Army and introduces how the Army organizes for operations from the tactical to the strategic level. This is followed by instruction on administrative and logistical management that will focus on the fundamentals of soldier and unit level support. At the core of the semester is the Advanced Course Capstone Exercise. This 12-lesson exercise incorporates learning objectives from the entire military science curriculum. The capstone exercise will require students, both individually and collectively, to apply their knowledge to solve problems and confront situations commonly faced by junior officers. Upon completion of the course, students will be prepared for the responsibility of being a commissioned officer in the United States Army.",,,,2,USAR-4020,[],[]
USNA,0010,Drill/Laboratory,"Consists of one period each week lasting approximately two hours. The periods are spent conducting various activities, including military drill, athletics, lectures, and discussions on various topics of naval interest. Operating within a battalion organizational structure, students are given additional opportunities for leadership training and hands-on experience.","Prerequisite: an eight-semester (fall and spring) sequence, beginning each fall.",,,0,USNA-0010,[],[]
USNA,0080,Drill/Laboratory,"Consists of one period each week lasting approximately two hours. The periods are spent conducting various activities, including military drill, athletics, lectures, and discussions on various topics of naval interest. Operating within a battalion organizational structure, students are given additional opportunities for leadership training and hands-on experience.",,"An eight-semester (fall and spring) sequence, beginning each fall.",,0,USNA-0080,[],[]
USNA,1010,Introduction to Naval Science,"The organization of the Department of Defense with emphasis on the Department of the Navy. This course provides a broad overview of all aspects of the operation and administration of today’s Navy and Marine Corps. Additionally, the course will introduce naval topics such as rank structure, naval etiquette, naval history, naval warfare platforms and missions as well as basic naval leadership principles. The course will also cover basic military conduct and NROTC rules and regulations. Finally, the course will look at the role of the U.S. military in today’s ever changing geopolitical climates and global conflicts.",,,,3,USNA-1010,[],[]
USNA,2020,Sea Power and Maritime Affairs,"A study in the development of the United States Navy and Marine Corps throughout the history of the United States. This course treats the broad principles, concepts, and elements of sea power with historical and modern applications to the United States and other world powers.",,Spring term annually.,,3,USNA-2020,[],[]
USNA,2030,Leadership and Management,"Comprehensive study of organization, leadership, and management with emphasis on the naval organization. Survey of the management process. Introduction to individual and small group behavior, decision making, responsibility, authority, and accountability. Extensive study of motivation, leadership, and communication. Application explored by case study and seminar discussions.",,Fall term annually.,,3,USNA-2030,[],[]
USNA,2040,Naval Ships Systems I,"A familiarization course in naval engineering. Study of types, structure, and purpose of naval ships. Elements of ship design to achieve safe operations and ship stability characteristics are examined. Ship compartmentation, propulsion systems, auxiliary power systems, ship control systems, and elements of damage control are included.",,Spring term annually.,,3,USNA-2040,[],[]
USNA,2050,Navigation,"The principles and procedures of ship navigation, movements, and employment. Course includes piloting, mathematical analysis, spherical triangulation, navigational aids, tides and currents, electronic navigation, and rules of the nautical road.",,Fall term annually.,,3,USNA-2050,[],[]
USNA,2060,Naval Operations,"An introduction to the complexities of modern naval operations. Course emphasis includes fleet communications and communication security, naval tactics, relative motion, maneuvering board, and ship operations and control.",,Spring term annually.,,3,USNA-2060,[],[]
USNA,2070,Naval Ships Systems II,"The study of weapons systems and the theoretical concepts underlying the design and operation of those systems. Includes sensor and detection subsystems, tracking systems, propulsion and guidance systems, launching systems, fire control problem solutions, and systems integration. In-depth analysis of representative, state-of the- art weapons systems in use today.",,Fall term annually.,,3,USNA-2070,[],[]
USNA,2150,Evolution of Warfare,"A study of the forms of warfare practiced throughout history with the emphasis on those of the Middle East and Western Europe. Selected battles, strategy, formations, and commanders are studied from the times of the pharaohs to the present. The moral, ethical, and cultural attitudes of the times are brought into the course so that the student may understand how they influenced warfare and in turn were influenced by warfare.",,Spring term odd-numbered years.,,3*,USNA-2150,[],[]
USNA,2170,Fundamentals of Maneuver Warfare,"Broad aspects of warfare and their interactions with maneuver warfare doctrine. Focus on the United States Marine Corps as the premier maneuver warfare fighting institution. Historical influences on current tactical, operational, and strategic implications of maneuver warfare practices. Case studies. Enrollment preference to NROTC students.",,Spring term even-numbered years.,,3**,USNA-2170,[],[]
USNA,2940,Readings in Naval Science,An individually arranged independent study course under supervision of a member of the Naval Science Department.,,,,1 to 3,USNA-2940,[],[]
USNA,4190,Naval Leadership and Ethics,"The capstone course of the NROTC academic syllabus, providing a study of personal and professional military ethics and Navy/Marine Corps junior officer leadership and administration. Presents leadership and ethical dilemmas in case study and small group discussion format. The course also exposes the student to a study of counseling methods, military justice administration, human resources management, directives and correspondence, personnel management, and career development.","Prerequisites: USNA 1010, USNA 2020, USNA 2030, USNA 2040, USNA 2050, USNA 2060, USNA 2070.",Spring term annually.,,3,USNA-4190,"['USNA-1010', 'USNA-2020', 'USNA-2030', 'USNA-2040', 'USNA-2050', 'USNA-2060', 'USNA-2070']",[]
WRIT,1110,Writing in Context,"This course will help you experience the power of language and learn how to develop that power as you become more aware of your communicative choices. You will write for several genres, both formal and informal, creating each piece for a specific audience and purpose. You will learn to communicate effectively—orally, visually, and in writing—in a wide range of situations that will be crucial to success in your academic and professional careers.",,Fall and spring terms annually.,,4,WRIT-1110,[],[]
WRIT,1960,Topics in Writing,,,,,4,WRIT-1960,[],[]
WRIT,2110,Strategic Writing,"This course is designed to assist students in becoming more self-possessed and versatile writers. The course offers instruction in linguistic, rhetorical, and sociocultural concepts through its overarching focus on language: how it works, where it falls short, and how to harness it for specific purposes. Critical thinking and composing are conceptualized as processes, which includes the creation, development, organization, and revision of ideas and arguments. Students will complete a series of writing assignments in order to participate in contemporary debates occurring in both public and academic contexts.",,Fall and spring terms annually.,,4,WRIT-2110,[],[]
WRIT,2310,Creative Writing: Poetry,"This course is for students with little or no previous creative writing experience; students must have a good command of written English and grammar. Readings introduce traditional, modern, and post-modern poetic practice emphasizing imagery, figurative language, voice, line, and other formal aspects of poetry. Notebooks track development of student writing from reading exemplary texts to drafting revision of original poems. Writing workshop format includes analysis of published poems and peer discussion and critique of student work. For final projects, students create chapbooks, thematically sequenced poetry collections.",,Spring term annually.,,4,WRIT-2310,[],[]
WRIT,2320,Creative Writing: Creative Non-Fiction,"This is a workshop course in which novice and more experienced student writers produce creative nonfiction-prose that aims to be both factually accurate and compelling literature; students must have a good command of written English and grammar. Focus may vary by semester among memoir, lyric and personal essays, plotted narrative, oral history, and nature writing. For models, students study classic and contemporary accomplished writers who connect the self to the larger world. Class work centers on drafting and revising essays with regular peer workshops.",,Fall and spring terms annually.,,4,WRIT-2320,[],[]
WRIT,2330,Creative Writing:  The Short Story,"A workshop course in reading and writing varied forms of short narrative and non-narrative prose fiction; students must have a good command of written English and grammar. This course will focus on reading and analyzing exemplary short fiction and writing and revising original work. Students learn to develop plot, character, setting, point of view, style, and theme, and use description effectively to invent and shape narrative strategies. Peer reading and writing groups offer opportunities for shared response and critique.",,Fall and spring terms annually.,,4,WRIT-2330,[],[]
WRIT,2340,Speech Communication,"This course focuses on developing public speaking skills and critical listening abilities. Guided by rhetorical theory, theories of persuasion, and argumentation theory, students prepare several oral presentations, engage in extemporaneous speaking exercises, and criticize other performances.",,Fall and spring terms annually.,,4,WRIT-2340,[],[]
WRIT,2940,Studies in Writing,,,,,1 to 4,WRIT-2940,[],[]
WRIT,2960,Topics in Writing,,,,,4,WRIT-2960,[],[]
WRIT,4380,Writing and Response,"This course explores effective strategies for talking with others about oral presentations and written texts. Practice in consulting is grounded in theory and research in composition studies, reader-response, and tutoring. Students also study their own writing and reading processes through reflection and discussion. Those who complete the course with a grade of A- or A may apply to work as writing consultants in the Center for Global  Communication + Design.",,Spring term annually.,WRIT 6380; students cannot receive credit for both courses.,4,WRIT-4380,[],[]
WRIT,4410,Research Writing,"In this class, students will write on topics from their major discipline and investigate the kinds of texts that professionals in their field produce. They will identify and explore research questions, use discipline-specific library databases, and write research reports. In addition, they will develop effective note-taking and research skills and learn strategies for effective prose style.",,spring term annually,WRIT 6410. Student cannot obtain credit for this course and WRIT 6410.,4,WRIT-4410,[],[]
WRIT,4550,Proposing and Persuading,"Make things happen: start a business, raise funds, solicit work, support research, win a place on a conference program, take initiative, change the way things are done around here. This course will teach students how to write proposals that persuade. Students will learn to turn situations into occasions for proposing, write a variety of proposals, locate Request for Proposals, develop a work plan for feasible projects that come in on-time and on-budget, use networks to strengthen proposals, detail a budget, and edit for clarity and grace.","WRIT 1110, WRIT 2110, COMM 2520, or permission of instructor.",Fall term annually.,WRIT 6550,4,WRIT-4550,"['WRIT-1110', 'WRIT-2110', 'COMM-2520']",[]
WRIT,4940,Studies in Writing,,,,,1 to 4,WRIT-4940,[],[]
WRIT,4960,Topics in Writing,,,,,4,WRIT-4960,[],[]
WRIT,6380,Writing and Response,"This course explores effective strategies for talking with others about oral presentations and written texts. Practice in consulting is grounded in theory and research in composition studies, reader-response, and tutoring. Students also study their own writing and reading processes through reflection and discussion. Those who complete the course with a grade of A- or A may apply to work as writing consultants in the Center for Communication Practices.",,Spring term annually.,WRIT 4380; students cannot take both courses for credit.,3,WRIT-6380,[],[]
WRIT,6410,Research Writing,"In this class, students will write on topics from their major discipline and investigate the kinds of texts that professionals in the field produce. They will identify and explore research questions, use discipline-specific library databases, and write research reports. In addition, students will develop effective note-taking and research skills and learn strategies for effective prose style.",,Fall term annually.,Cross listed with WRIT 4410.  Students cannot obtain credit for both this course and WRIT 4410.,3,WRIT-6410,[],[]
WRIT,6550,Proposing and Persuading,"This course provides strategies for how to find funding, write persuasive narratives, develop budgets, and leverage academic or professional networks to craft competitive proposals. Here you will learn how to seek opportunities for developing proposals to support projects in your field of interest.",,Fall term annually,WRIT 4550,3,WRIT-6550,[],[]
WRIT,6940,Studies in Writing,,,,,1 to 4,WRIT-6940,[],[]
WRIT,6960,Topics in Writing,,,,,1 to 4,WRIT-6960,[],[]
MGMT,6460,Modeling and Optimization,"This graduate level course is designed to provide the student with an understanding of the applications of quantitative models, methods, algorithms, and computational techniques across business functions. You will investigate how to apply optimization methods using a hands-on implementation approach.",None,Fall term annually.,,3,MGMT-6460,[],[]
MGMT,6470,"Management of Quality, Processes, and Reliability","This course provides in-depth coverage of the quality management field by covering many of the qualitative, management aspects of quality, as well as some of the traditional quantitative measurement and control techniques. The emphasis is on the application of the quality principles to develop an understanding of concepts in quality and apply these concepts in problem solving situations. Six-Sigma methodology is highlighted. Some coverage of international considerations, via ISO-9000, and reliability topics is given. The aim will be to show students how companies have found solutions to problems and improved their processes, products, and services using quality management concepts.",,Upon availability of instructor.,,3,MGMT-6470,[],[]
MGMT,6480,Service Operations Management,"This course discusses the role of services in an economy, managing services for competitive advantage, structuring the service enterprise, managing service operations, service productivity, quality, and growth.",,Upon availability of instructor.,,3,MGMT-6480,[],[]
MGMT,6490,Competitive Advantage and Operations Strategy,This course includes topics such as manufacturing as a competitive weapon; management of quality; manufacturing technology implementation; strategic impact of advanced manufacturing technologies; and manufacturing's role in new product development.,,Fall term annually.,,3,MGMT-6490,[],[]
MGMT,6510,Financial Computation and Simulation,"The primary objective of this course is to provide the first or second semester financial engineering student with basic quantitative and analytical tools necessary for sound financial decision making, particularly in quantitative finance and risk analytics contexts. The course emphasizes financial computation techniques, whereby students learn standard methodologies to obtain numerical solutions to financial problems. Topics include solving linear and nonlinear systems of equations, optimization, lattices, Monte Carlo simulation, and finite difference methods as applied to common financial problems.R is the primary computing language used in this course.",Prerequisites: MGMT 6520 or permission of instructor.,Spring term annually.,,3,MGMT-6510,['MGMT-6520'],[]
MGMT,6520,Financial Modeling and Optimization,"This course introduces quantitative analysis for financial markets and instruments. The course covers applications of mathematical tools and optimization modeling to portfolio selection and fund management, risk analysis, hedging and valuation of financial assets, and financial planning under uncertainty. The course introduces applications of calculus, differential equations, and introduces stochastic processes within a financial markets context to address arbitrage pricing and equilibrium asset pricing models.",MGMT 6020 or permission of instructor.,Fall term annually.,,3,MGMT-6520,['MGMT-6020'],[]
MGMT,6530,Making Business Happen,"Analyze the process of identifying prospective markets and customers, developing channels, defining the value proposition, selling products and services, and managing a sales force. Learn about tools ranging from customized consultative sales to commodity brokering, customer relationship management systems to trade press articles. Develop the skills to effectively listen, recognize opportunity, verbally persuade, handle objections, and prospect. Develop an understanding of customer needs, approach strategies, and effective presentations.",,Spring term annually.,,3,MGMT-6530,[],[]
MGMT,6540,Marketing Communication and Branding Strategies,"Advanced study of the promotion management process including market situation analysis, media selection, spending plans, copy strategy, and advertising research methods. The focus is on integrating promotion strategies with buyer needs in terms of unifying brand strategies. Other brand elements include product conceptualization, distribution strategies, and new communication technologies.",None,Spring term annually.,MGMT 4490. Students cannot receive credit for both MGMT 4490 and MGMT 6540.,3,MGMT-6540,[],[]
MGMT,6550,Marketing Research,"Marketing strategy decisions are developed in the framework of many case studies. Marketing research techniques, including questionnaire development and data analysis, are introduced and utilized in a team project.",MGMT 6100 or permission of instructor.,Fall term annually.,Students cannot receive credit for both MGMT 4470 and MGMT 6550.,3,MGMT-6550,['MGMT-6100'],[]
MGMT,6560,Introduction to Machine Learning Applications,"""The widespread proliferation of IT-influenced economic activity leaves behind a rich trail of micro-level data, enabling organizations to use analytics and experimentation in both strategy and operations. This course provides a hands-on introduction to the concepts, methods, and processes for machine learning from data, the foundation of artificial intelligence. Students will learn how to manipulate data and apply machine learning models to business context."" They will also learn how to obtain data and draw business inferences from data by asking the right questions and using the appropriate tools.",None,Fall and Spring terms annually.,Students cannot receive credit for both MGMT 4190 and MGMT 6560.,3,MGMT-6560,[],[]
MGMT,6570,Advanced Data Resource Management,"The primary objective of this course is to introduce the multifaceted role of data as a resource of the organization, in three ways. First, it examines the role of data at the operational, tactical, and strategic levels of the organization. Second, it provides students with knowledge and hands on training of technologies that manipulate data, including  structured query language (SQL), extraction transformation and loading tools (ETL), data warehousing (DW), online analytical processing (OLAP), and data mining (DM). The course exposes students to big data management techniques. Finally, the course provides students the theory and hands on training to understand the transformation of data to information.",,Fall and Spring terms annually.,MGMT 4170. Students cannot receive credit for both MGMT 4170 and MGMT 6570.,3,MGMT-6570,[],[]
MGMT,6580,Marketing High Technology Products,"This course is designed to help students develop an understanding of the strategies and practices involved in marketing technologically oriented products and services. Students will learn where these strategies differ from marketing of non-technical products/services, and appreciate how and why they vary.",,Fall term annually.,,3,MGMT-6580,[],[]
MGMT,6590,Commercializing Advanced Technologies,"This 3-credit course views potential breakthrough innovation from the perspective of the project manager, either in the firm or as a start up organization. The course offers methods and frameworks for commercializing nascent technologies that offer potentially breakthrough value to the market and, therefore, enormous reward for the firm. Additionally, legal and ethical consequences are considered.",,Spring term annually.,,3,MGMT-6590,[],[]
MGMT,6600,Research and Development Management,"The course deals with the responsibilities of and operating problems faced by managers of research and development. The following areas are included: technology forecasting, technology planning, selection and evaluation of R&D projects, resource allocation, planning, control, and measuring results of R&D. Particular attention is given to creative problem solving, motivating and managing creative individuals, barriers to innovation, and organization alternatives for R&D, including matrix and project organizations.",,Upon availability of instructor.,,3,MGMT-6600,[],[]
MGMT,6610,Global Strategic Management of Technological Innovation,"The course helps develop an understanding of and the method for managing technology as a strategic resource of the firm. In doing so, an understanding of the process, roles, and rewards of technological innovation are developed. Integrating the strategic relationship of technology with strategic planning, marketing, finance, engineering, and manufacturing are covered. Governmental, societal, and international issues are briefly covered. The course uses a variety of cases, readings, reports, and lectures.",,Upon availability of instructor.,,3,MGMT-6610,[],[]
MGMT,6620,Principles of Technological Entrepreneurship,"An introductory graduate course in initiating new technology-based business ventures and developing them into self-sustaining and profitable enterprises. Examines the process whereby a person decides to become an entrepreneur, screens opportunities, selects an appropriate product/market target, and obtains the necessary resources. Provides the theoretical and practical knowledge for the preparation of formal business plans. Students enrolled in the full-time MBA program cannot use this course on the Plan of Study. This course is intended for students enrolled in the part-time MBA, M.S. in Management, or those seeking degrees in other schools at Rensselaer.",None,Spring term annually.,MGMT 4520. Students cannot receive credit for both MGMT 4500 and MGMT 6620.,3,MGMT-6620,[],[]
MGMT,6630,Starting Up A New Venture,An understanding of the critical issues related to starting up a new business is gained through team-based experiential learning. Small teams of students develop a comprehensive business plan that can be used to raise money for a new or relatively new venture. The experiential learning process is enhanced through team meetings with faculty and/or course advisers and through oral presentations to the entire class. A student cannot receive credit for both the graduate and undergraduate versions of this course.,None,Spring term annually.,MGMT 4530. Students cannot receive credit for both MGMT 4530 and MGMT 6630.,3,MGMT-6630,[],[]
MGMT,6640,"Invention, Innovation, and Entrepreneurship","Creativity is the starting point for technological entrepreneurship. Through interaction with faculty and guest speakers, students increase their understanding of the creative process and some of the tools that can be implemented to stimulate and/or manage individual and collective creativity. In addition, through application of these techniques in course activities, students explore and attempt to enhance their own creativity.",None,Fall term annually.,MGMT 4510. Students cannot receive credit for both MGMT 4510 and MGMT 6640.,3,MGMT-6640,[],[]
MGMT,6650,Technology and Competitive Advantage,"A capstone sequence in policy and strategy aimed at developing students' understanding of the relationship between business strategy and technology. The process of converting technological opportunity into competitive advantage is viewed from the perspective of both large, established companies and new ventures.",Course is taken towards the end of the program.,Upon availability of instructor.,,3,MGMT-6650,[],[]
MGMT,6660,"Strategy, Technology, and Entrepreneurship",This is part two of the two-course sequence that begins with MGMT 6650. This course is about strategy implementation and fundamental concepts in implementing strategy both at the corporate level and the business unit level.,Prerequisite: MGMT 6650 or permission of instructor.,Upon availability of instructor.,,3,MGMT-6660,['MGMT-6650'],[]
MGMT,6670,Practicum in Technological Entrepreneurship,"Provides students with opportunities to learn by text, discussion, and practical fieldwork, how successful new technological ventures are created, developed, and financed. Students work alone or in small teams with guidance from experienced entrepreneurs. Students wishing to take this course are required do so in their first year of study.",MGMT 6620 Principles of Technological Entrepreneurship.,Upon availability of instructor.,,3,MGMT-6670,['MGMT-6620'],[]
MGMT,6680,"Strategy, Technology, and Global Competitive Advantage","This course emphasizes the linkage between technology, strategy, and achieving global competitive advantage. This course develops the concept and practical tools of strategy, strategic planning, and implementation both at the business unit and at corporate levels. The strategies of technology intensive international companies such as Intel, Microsoft, Netscape, Apple, Rhone-Poulenc, Toshiba, Xerox, MCI, ABB, and MapInfo are investigated and compared. The study of the evolution of General Electric’s strategies from 1970 to 2000 completes the course. Students work in teams to develop a five-year strategic plan for a company or business unit of their choice, with a minimum of three strategic alternatives, and recommend the chosen alternative.",,Spring term annually.,,3,MGMT-6680,[],[]
MGMT,6690,Negotiations,"This course is designed to help develop essential expertise in managing negotiations that occur in a broad array of settings. Students will learn to recognize types of negotiation, and gain proficiency in helping to shape beneficial outcomes. Students will develop negotiation skills experientially using a variety of exercises and case studies while implementing useful analytical frameworks.",,Spring term annually.,,3,MGMT-6690,[],[]
MGMT,6700,Corporate Entrepreneurship,"Organizations that increase their capacity for entrepreneurship build a foundation for long term competitiveness. This course examines how organizations can build management systems to enable entrepreneurial activities while simultaneously addressing current operational concerns. This tension differentiates the corporate entrepreneurial challenge from the start-up venture. The course focuses on both the organizational and project levels, studying how organizations can build an entrepreneurial capacity, and how project champions can ensure their projects are effectively evaluated, supported, and managed.",,Spring term annually.,MGMT 4700.,3,MGMT-6700,[],[]
MGMT,6720,Internet Marketing,"Technology is a vital link in how modern corporations identify, acquire, transact with, and keep their customers. This course provides an introduction to both the technology infrastructure most relevant to the customer relationship as well as marketing issues that result from the application of computers and communication networks. Topics include issues related to social media, search, online advertising, blogging, customer relationship management, online market segmentation, and marketing of IT products. A student cannot receive credit for both the graduate and undergraduate versions of this course.",None,Spring term annually.,MGMT 4450. Students cannot receive credit for both MGMT 4450 and MGMT 6720.,3,MGMT-6720,[],[]
MGMT,6730,Technological Change and International Competitiveness,"Analysis of the differences among technical systems and interactions with industrial growth is undertaken with regard to nation states, industrial sectors, and companies. To develop tools of analysis regarding technological change, industrial policy, and corporate performance. The impact of technological change on industrial growth and competitiveness is viewed from three perspectives: the general manager, the technical professional, and the public official.",,Upon availability of instructor.,,3,MGMT-6730,[],[]
MGMT,6750,Legal Aspects of E-Business and Information Technology,"Legal, regulatory, and public policy issues related to e-commerce/e-business, the Internet, and information technology are explored through an analytic, critical thinking approach. Topics include: e-contracts, digital signatures, B2B and B2C agreements; ownership, protection, and exploitation of intellectual capital including patents, trademarks, copyrights and trade secrets; regulatory issues; ISP and Web site liability including defamation; copyright infringement, securities regulation, and criminal acts; policy issues including privacy, security and encryption, and obscene materials. Global e-commerce will be explored.",,Upon availability of instructor.,,3,MGMT-6750,[],[]
MGMT,6790,Business Analytics Capstone,This course provides students with an opportunity to work on real business analytics problems with a company. Students work in small consultant teams with a client and adviser(s) to develop solutions that will be put to use by the client to achieve significant business benefits. Student teams develop their analysis and recommendations and complete the project with the delivery of a final report and presentation to the client senior management.,MGMT 6100 Statistics for Managerial Decision Making and MGMT 6560 Technology Fundamentals for Business Analytics.,Spring term annually.,,3,MGMT-6790,"['MGMT-6100', 'MGMT-6560']",[]
MGMT,6800,Consumer Behavior and Product Design,"This course introduces the motivations and related factors that shape consumers' purchasing decisions. Also considered is the consumer perceptual process and how it affects purchasing behavior and consumer reaction to product designs. The relationship between perception and product design is extended to topics such as design for understanding, universal product design, aesthetics, and industrial design.",,Fall term annually.,MGMT 4460. Students cannot receive credit for both MGMT 4460 and MGMT 6800.,3,MGMT-6800,[],[]
MGMT,6810,Management of Technical Projects,"The purpose of this course is to enable the technically oriented manager to select projects of value to the organization, develop a project plan including staffing, perform a risk analysis on the project, and successfully execute the project. Students, working alone or in teams, practice the project management process by planning a current project in the area of new product development, process reengineering, information systems, or any other project with business implementation.",,Upon availability of instructor.,,3,MGMT-6810,[],[]
MGMT,6840,Practicum in Management,"This is an experiential, project-based course where students work on projects for an actual business. Students work in a consulting role for a local company. Practicum in Management is designed and developed for students from all educational backgrounds who want to learn the fundamentals of business as they apply to satisfying a ""customer's need"". Students will work on a team or individually on projects and communicate to the class frequently to facilitate student learning from one another. We begin with some basic tenets of business and an overview of how to develop and oversee a project plan. The course will give you first-hand experience understanding the needs of a consulting client, articulating a plan and executing the plan to fill their needs.","MGMT 6020, MGMT 6040, MGMT 6580, MGMT 7730, MGMT 7740, and faculty adviser approval.",Fall and Summer terms annually.,Cross listed: MGMT 4900. Students cannot receive credit for both MGMT 4900 and MGMT 6840.,3,MGMT-6840,"['MGMT-6020', 'MGMT-6040', 'MGMT-6580', 'MGMT-7730', 'MGMT-7740']",[]
MGMT,6940,Independent Study,,,,,1 to 6,MGMT-6940,[],[]
MGMT,6970,Professional Project,"Active participation in a semester-long project, under the supervision of a faculty adviser. A Professional Project often serves as a culminating experience for a Professional Master’s program but, with departmental or school approval, can be used to fulfill other program requirements. With approval, students may register for more than one Professional Project. Professional Projects must result in documentation established by each department or school, but are not submitted to the Office of Graduate Education and are not archived in the library. Grades of A,B,C, or F are assigned by the faculty adviser at the end of the semester. If not completed on time, a formal Incomplete grade may be assigned by the faculty adviser, listing the work remaining to be completed and the time limit for completing this work.",,,,,MGMT-6970,[],[]
MGMT,7030,"Strategy, Technology, and Competition","This course covers the fundamentals of business and corporate strategy, integrating these concepts into an environment of technological change, competition, and entrepreneurship. The course includes the following areas of emphasis: concepts of strategy, industry environment, resources and capabilities of the firm, organization and systems of the firm, the dynamics of competitive advantage, strategic alternative analysis, and strategies in different contexts. The course uses business cases and a project to enrich the theoretical concepts.",MGMT 6040 and MGMT 7730 or permission of the instructor,Spring and Summer terms annually.,,3,MGMT-7030,"['MGMT-6040', 'MGMT-7730']",[]
MGMT,7050,"Design, Manufacturing, and Marketing I","This course immerses students in the practices and activities that lead to the creation of innovative new products and services. Through a team-based learning experience, students generate an idea for a new product or service and follow the development process from conception through planning for commercialization. Through lectures, cases, and practical exercises, students learn how to overcome hurdles inherent in new product and service development. Students apply this knowledge in all phases of product development, including concept testing, product design, production planning, and market strategy. The project undertaken in this course provides student teams with an opportunity to create a new venture that may then be carried forward utilizing Rensselaer's technological resources such as the Incubator Program and Rensselaer's Technology Park.",,Fall term annually.,,3,MGMT-7050,[],[]
MGMT,7060,"Design, Manufacturing, and Marketing II","This course immerses students in the practices and activities that lead to the creation of innovative new products and services. Through a team-based learning experience, students generate an idea for a new product or service and follow the development process from conception through planning for commercialization. Through lectures, cases, and practical exercises, students learn how to overcome hurdles inherent in new product and service development. Students apply this knowledge in all phases of product development, including concept testing, product design, production planning, and market strategy. The project undertaken in this course provides student teams with an opportunity to create a new venture that may then be carried forward utilizing Rensselaer's technological resources such as the Incubator Program and Rensselaer's Technology Park.",MGMT 7050 Design Manufacturing and Marketing I; MGMT 7740 Accounting for Reporting and Control.,Spring term annually.,,3,MGMT-7060,"['MGMT-7050', 'MGMT-7740']",[]
MGMT,7070,Managing on the Edge: Corporate Innovation for the Coming Years,"This course investigates the challenges of managing and leading organizations in situations characterized by their non-linear, unpredictable nature. Students will be challenged to develop innovative responses and solutions, drawing upon the full array of knowledge, skills, and insights they have gained from their two years of MBA study. Along with learning to deal with risk and uncertainty, the soon-to-be MBA graduates will be prepared for addressing the increasing degrees of fluidity and turbulence found in today's business, economic, and competitive environments.","MGMT 6040 Talent Management; MGMT 7730 Economics and Institutions, MGMT 6100 Statistics for Managerial Decision Making. Corequisites: MGMT 6140 Information Systems for Managers; MGMT 6020 Financial Management I, MGMT 7060 Design, Manufacturing and Marketing II; MGMT 6060 Business Implications of Emerging Technologies or permission of the instructor.",Upon availability of instructor.,,3,MGMT-7070,"['MGMT-6040', 'MGMT-7730', 'MGMT-6100']","['MGMT-6140', 'MGMT-6020', 'MGMT-7060', 'MGMT-6060']"
MGMT,7230,Professional Development Workshop I,"This course is the first in a three part series of Professional Development Workshops that teach practical skills in laboratory settings. Over the first three semesters, the MBA cohort student will be exposed to professional skills training, distinguished speakers, and leadership development. This first part will concentrate on building writing and presentation skills, and practicing those skills in the conceptual environment of Leadership, Followership, and Membership.",MBA Cohort.,"Fall term of the first year of the MBA cohort, every other week, for six weeks.",,0,MGMT-7230,[],[]
MGMT,7240,Professional Development Workshop II,"This course is the second in a three-part series of Professional Development Workshops that teach practical skills in laboratory settings, in the context of Leadership, Followership, and Membership. Over the first three semesters, the MBA cohort student will be exposed to professional skills training, distinguished speakers, and critical leadership development. This second workshop will concentrate on building leadership skills through exercises, corporate site visits, and audiences with distinguished speakers.",MBA Cohort.,"Spring term of the first year of the MBA cohort, every other week, for six weeks.",,0,MGMT-7240,[],[]
MGMT,7430,Investments II,"Many of the tried and true  investment strategies have failed of late to protect the wealth and capital of individuals and organizations. This course provides substantial background into how investment decisions are made in personal, business, and government settings, under the requirement that risk management and wealth preservation are governing factors. Short and long term investment strategies and instruments are examined, focusing on retirement and workplace benefits.",MGMT 6410 Investments I.,Spring term annually.,MGMT 4330; students cannot receive credit for both courses.,3,MGMT-7430,['MGMT-6410'],[]
MGMT,7730,Economics and Institutions,"Main course objective is to introduce students to basic economics principles and establish economics as a managerial decision-making framework. The course will draw on economic analysis of such concepts as cost, demand, profit, competition, pricing strategy, and market protection and tie them to operational business decisions.",,Fall term annually.,,3,MGMT-7730,[],[]
